"duration","credit_history","purpose","amount","age","housing","class"
48,"all credits at this bank paid back duly","business",3609,27,"own","Good"
12,"critical account/ other credits existing (not at this bank)","car (new)",4843,43,"rent","Bad"
30,"critical account/ other credits existing (not at this bank)","radio/television",3017,47,"own","Good"
24,"critical account/ other credits existing (not at this bank)","business",4139,27,"own","Good"
36,"existing credits paid back duly till now","business",5742,31,"own","Good"
60,"existing credits paid back duly till now","car (new)",10366,42,"own","Good"
6,"critical account/ other credits existing (not at this bank)","car (new)",2080,24,"own","Good"
21,"delay in paying off in the past","business",2580,41,"own","Bad"
30,"critical account/ other credits existing (not at this bank)","radio/television",4530,26,"rent","Good"
24,"critical account/ other credits existing (not at this bank)","furniture/equipment",5150,33,"own","Good"
72,"existing credits paid back duly till now","radio/television",5595,24,"own","Bad"
24,"existing credits paid back duly till now","radio/television",2384,64,"rent","Good"
18,"existing credits paid back duly till now","radio/television",1453,26,"own","Good"
6,"existing credits paid back duly till now","education",1538,56,"own","Good"
12,"existing credits paid back duly till now","radio/television",2279,37,"for free","Good"
15,"delay in paying off in the past","radio/television",1478,33,"own","Good"
24,"critical account/ other credits existing (not at this bank)","radio/television",5103,47,"for free","Good"
36,"delay in paying off in the past","business",9857,31,"own","Good"
60,"existing credits paid back duly till now","car (new)",6527,34,"for free","Good"
10,"critical account/ other credits existing (not at this bank)","radio/television",1347,27,"own","Good"
36,"delay in paying off in the past","car (new)",2862,30,"for free","Good"
9,"existing credits paid back duly till now","radio/television",2753,35,"own","Good"
12,"existing credits paid back duly till now","car (new)",3651,31,"own","Good"
15,"critical account/ other credits existing (not at this bank)","furniture/equipment",975,25,"own","Good"
15,"existing credits paid back duly till now","repairs",2631,25,"own","Good"
24,"existing credits paid back duly till now","radio/television",2896,29,"own","Good"
6,"critical account/ other credits existing (not at this bank)","car (new)",4716,44,"own","Good"
24,"existing credits paid back duly till now","radio/television",2284,28,"own","Good"
6,"existing credits paid back duly till now","car (used)",1236,50,"rent","Good"
12,"existing credits paid back duly till now","radio/television",1103,29,"own","Good"
12,"critical account/ other credits existing (not at this bank)","car (new)",926,38,"own","Good"
18,"critical account/ other credits existing (not at this bank)","radio/television",1800,24,"own","Good"
15,"existing credits paid back duly till now","education",1905,40,"rent","Good"
12,"existing credits paid back duly till now","furniture/equipment",1123,29,"rent","Bad"
48,"critical account/ other credits existing (not at this bank)","car (used)",6331,46,"for free","Bad"
24,"existing credits paid back duly till now","radio/television",1377,47,"for free","Good"
30,"delay in paying off in the past","business",2503,41,"own","Good"
27,"existing credits paid back duly till now","business",2528,32,"own","Good"
15,"existing credits paid back duly till now","car (new)",5324,35,"for free","Good"
48,"existing credits paid back duly till now","car (new)",6560,24,"own","Bad"
12,"no credits taken/ all credits paid back duly","furniture/equipment",2969,25,"rent","Bad"
9,"existing credits paid back duly till now","radio/television",1206,25,"own","Good"
9,"existing credits paid back duly till now","radio/television",2118,37,"own","Good"
18,"critical account/ other credits existing (not at this bank)","radio/television",629,32,"own","Good"
6,"all credits at this bank paid back duly","education",1198,35,"for free","Bad"
21,"existing credits paid back duly till now","car (used)",2476,46,"own","Good"
9,"critical account/ other credits existing (not at this bank)","radio/television",1138,25,"own","Good"
60,"existing credits paid back duly till now","car (new)",14027,27,"own","Bad"
30,"critical account/ other credits existing (not at this bank)","car (used)",7596,63,"own","Good"
30,"critical account/ other credits existing (not at this bank)","radio/television",3077,40,"own","Good"
18,"existing credits paid back duly till now","radio/television",1505,32,"for free","Good"
24,"critical account/ other credits existing (not at this bank)","radio/television",3148,31,"own","Good"
20,"no credits taken/ all credits paid back duly","car (used)",6148,31,"own","Good"
9,"no credits taken/ all credits paid back duly","radio/television",1337,34,"own","Bad"
6,"all credits at this bank paid back duly","education",433,24,"rent","Bad"
12,"existing credits paid back duly till now","car (new)",1228,24,"own","Bad"
9,"existing credits paid back duly till now","radio/television",790,66,"own","Good"
27,"existing credits paid back duly till now","car (new)",2570,21,"rent","Bad"
6,"critical account/ other credits existing (not at this bank)","car (new)",250,41,"own","Good"
15,"critical account/ other credits existing (not at this bank)","radio/television",1316,47,"own","Good"
18,"existing credits paid back duly till now","radio/television",1882,25,"rent","Bad"
48,"all credits at this bank paid back duly","business",6416,59,"rent","Bad"
24,"critical account/ other credits existing (not at this bank)","business",1275,36,"own","Good"
24,"delay in paying off in the past","radio/television",6403,33,"own","Good"
24,"existing credits paid back duly till now","radio/television",1987,21,"rent","Bad"
8,"existing credits paid back duly till now","radio/television",760,44,"own","Good"
24,"existing credits paid back duly till now","car (used)",2603,28,"rent","Good"
4,"critical account/ other credits existing (not at this bank)","car (new)",3380,37,"own","Good"
36,"all credits at this bank paid back duly","domestic appliances",3990,29,"own","Good"
24,"existing credits paid back duly till now","car (used)",11560,23,"rent","Bad"
18,"existing credits paid back duly till now","car (new)",4380,35,"own","Good"
6,"critical account/ other credits existing (not at this bank)","car (new)",6761,45,"own","Good"
30,"no credits taken/ all credits paid back duly","business",4280,26,"rent","Bad"
24,"all credits at this bank paid back duly","car (new)",2325,32,"own","Good"
10,"all credits at this bank paid back duly","radio/television",1048,23,"own","Good"
21,"existing credits paid back duly till now","radio/television",3160,41,"own","Good"
24,"all credits at this bank paid back duly","furniture/equipment",2483,22,"own","Good"
39,"critical account/ other credits existing (not at this bank)","furniture/equipment",14179,30,"own","Good"
13,"critical account/ other credits existing (not at this bank)","business",1797,28,"own","Good"
15,"existing credits paid back duly till now","car (new)",2511,23,"rent","Good"
12,"existing credits paid back duly till now","car (new)",1274,37,"own","Bad"
21,"existing credits paid back duly till now","car (used)",5248,26,"own","Good"
15,"existing credits paid back duly till now","car (used)",3029,33,"own","Good"
6,"existing credits paid back duly till now","furniture/equipment",428,49,"own","Good"
18,"existing credits paid back duly till now","car (new)",976,23,"own","Bad"
12,"existing credits paid back duly till now","business",841,23,"rent","Good"
30,"critical account/ other credits existing (not at this bank)","radio/television",5771,25,"own","Good"
12,"delay in paying off in the past","repairs",1555,55,"for free","Bad"
24,"existing credits paid back duly till now","car (new)",1285,32,"rent","Bad"
6,"critical account/ other credits existing (not at this bank)","car (new)",1299,74,"own","Good"
15,"critical account/ other credits existing (not at this bank)","radio/television",1271,39,"for free","Bad"
24,"existing credits paid back duly till now","car (new)",1393,31,"own","Good"
12,"critical account/ other credits existing (not at this bank)","car (new)",691,35,"own","Bad"
15,"critical account/ other credits existing (not at this bank)","car (new)",5045,59,"own","Good"
18,"critical account/ other credits existing (not at this bank)","furniture/equipment",2124,24,"rent","Bad"
12,"existing credits paid back duly till now","radio/television",2214,24,"own","Good"
21,"critical account/ other credits existing (not at this bank)","car (new)",12680,30,"for free","Bad"
24,"critical account/ other credits existing (not at this bank)","car (new)",2463,27,"own","Good"
12,"existing credits paid back duly till now","radio/television",1155,40,"own","Good"
30,"existing credits paid back duly till now","furniture/equipment",3108,31,"own","Bad"
10,"existing credits paid back duly till now","car (used)",2901,31,"rent","Good"
12,"critical account/ other credits existing (not at this bank)","furniture/equipment",3617,28,"rent","Good"
12,"critical account/ other credits existing (not at this bank)","radio/television",1655,63,"own","Good"
24,"existing credits paid back duly till now","car (used)",2812,26,"rent","Good"
36,"critical account/ other credits existing (not at this bank)","education",8065,25,"own","Bad"
21,"critical account/ other credits existing (not at this bank)","car (used)",3275,36,"own","Good"
24,"critical account/ other credits existing (not at this bank)","radio/television",2223,52,"own","Good"
12,"critical account/ other credits existing (not at this bank)","car (new)",1480,66,"for free","Good"
24,"existing credits paid back duly till now","car (new)",1371,25,"rent","Bad"
36,"critical account/ other credits existing (not at this bank)","car (new)",3535,37,"own","Good"
18,"existing credits paid back duly till now","radio/television",3509,25,"own","Good"
36,"critical account/ other credits existing (not at this bank)","car (used)",5711,38,"own","Good"
18,"existing credits paid back duly till now","repairs",3872,67,"own","Good"
39,"critical account/ other credits existing (not at this bank)","radio/television",4933,25,"own","Bad"
24,"critical account/ other credits existing (not at this bank)","car (new)",1940,60,"own","Good"
12,"no credits taken/ all credits paid back duly","retraining",1410,31,"own","Good"
12,"existing credits paid back duly till now","car (new)",836,23,"own","Bad"
20,"existing credits paid back duly till now","car (used)",6468,60,"own","Good"
18,"existing credits paid back duly till now","business",1941,35,"own","Good"
22,"existing credits paid back duly till now","radio/television",2675,40,"own","Good"
48,"critical account/ other credits existing (not at this bank)","car (used)",2751,38,"own","Good"
48,"delay in paying off in the past","education",6224,50,"for free","Bad"
40,"critical account/ other credits existing (not at this bank)","education",5998,27,"own","Bad"
21,"existing credits paid back duly till now","business",1188,39,"own","Bad"
24,"existing credits paid back duly till now","car (used)",6313,41,"own","Good"
6,"critical account/ other credits existing (not at this bank)","furniture/equipment",1221,27,"own","Good"
24,"existing credits paid back duly till now","furniture/equipment",2892,51,"for free","Good"
24,"existing credits paid back duly till now","furniture/equipment",3062,32,"rent","Good"
9,"existing credits paid back duly till now","furniture/equipment",2301,22,"rent","Good"
18,"existing credits paid back duly till now","car (used)",7511,51,"for free","Bad"
12,"critical account/ other credits existing (not at this bank)","furniture/equipment",1258,22,"rent","Good"
24,"delay in paying off in the past","car (new)",717,54,"own","Good"
9,"existing credits paid back duly till now","car (new)",1549,35,"own","Good"
24,"critical account/ other credits existing (not at this bank)","education",1597,54,"for free","Good"
18,"critical account/ other credits existing (not at this bank)","radio/television",1795,48,"rent","Good"
20,"critical account/ other credits existing (not at this bank)","furniture/equipment",4272,24,"own","Good"
12,"critical account/ other credits existing (not at this bank)","radio/television",976,35,"own","Good"
12,"existing credits paid back duly till now","car (new)",7472,24,"rent","Good"
36,"existing credits paid back duly till now","car (new)",9271,24,"own","Bad"
6,"existing credits paid back duly till now","radio/television",590,26,"own","Good"
12,"critical account/ other credits existing (not at this bank)","radio/television",930,65,"own","Good"
42,"all credits at this bank paid back duly","car (used)",9283,55,"for free","Good"
15,"no credits taken/ all credits paid back duly","car (new)",1778,26,"rent","Bad"
8,"existing credits paid back duly till now","business",907,26,"own","Good"
6,"existing credits paid back duly till now","radio/television",484,28,"own","Good"
36,"critical account/ other credits existing (not at this bank)","car (used)",9629,24,"own","Bad"
48,"existing credits paid back duly till now","domestic appliances",3051,54,"own","Bad"
48,"existing credits paid back duly till now","car (new)",3931,46,"for free","Bad"
36,"delay in paying off in the past","car (new)",7432,54,"rent","Good"
6,"existing credits paid back duly till now","domestic appliances",1338,62,"own","Good"
6,"critical account/ other credits existing (not at this bank)","radio/television",1554,24,"rent","Good"
36,"existing credits paid back duly till now","others",15857,43,"own","Good"
18,"existing credits paid back duly till now","radio/television",1345,26,"own","Bad"
12,"existing credits paid back duly till now","car (new)",1101,27,"own","Good"
12,"existing credits paid back duly till now","radio/television",3016,24,"own","Good"
36,"existing credits paid back duly till now","furniture/equipment",2712,41,"own","Bad"
8,"critical account/ other credits existing (not at this bank)","car (new)",731,47,"own","Good"
18,"critical account/ other credits existing (not at this bank)","furniture/equipment",3780,35,"own","Good"
21,"critical account/ other credits existing (not at this bank)","car (new)",1602,30,"own","Good"
18,"critical account/ other credits existing (not at this bank)","car (new)",3966,33,"rent","Bad"
18,"no credits taken/ all credits paid back duly","business",4165,36,"own","Bad"
36,"existing credits paid back duly till now","car (used)",8335,47,"for free","Bad"
48,"delay in paying off in the past","business",6681,38,"for free","Good"
24,"delay in paying off in the past","business",2375,44,"own","Good"
18,"existing credits paid back duly till now","car (new)",1216,23,"rent","Bad"
45,"no credits taken/ all credits paid back duly","business",11816,29,"rent","Bad"
24,"existing credits paid back duly till now","radio/television",5084,42,"own","Good"
15,"existing credits paid back duly till now","radio/television",2327,25,"own","Bad"
12,"no credits taken/ all credits paid back duly","car (new)",1082,48,"own","Bad"
12,"existing credits paid back duly till now","radio/television",886,21,"own","Good"
4,"existing credits paid back duly till now","furniture/equipment",601,23,"rent","Good"
24,"critical account/ other credits existing (not at this bank)","car (used)",2957,63,"own","Good"
24,"critical account/ other credits existing (not at this bank)","radio/television",2611,46,"own","Good"
36,"existing credits paid back duly till now","furniture/equipment",5179,29,"own","Bad"
21,"delay in paying off in the past","car (used)",2993,28,"own","Good"
18,"existing credits paid back duly till now","repairs",1943,23,"own","Bad"
24,"all credits at this bank paid back duly","business",1559,50,"own","Good"
18,"existing credits paid back duly till now","furniture/equipment",3422,47,"own","Good"
21,"existing credits paid back duly till now","furniture/equipment",3976,35,"own","Good"
18,"existing credits paid back duly till now","car (new)",6761,68,"rent","Bad"
24,"existing credits paid back duly till now","car (new)",1249,28,"own","Good"
9,"existing credits paid back duly till now","radio/television",1364,59,"own","Good"
12,"existing credits paid back duly till now","radio/television",709,57,"own","Bad"
20,"critical account/ other credits existing (not at this bank)","car (new)",2235,33,"rent","Bad"
24,"critical account/ other credits existing (not at this bank)","car (used)",4042,43,"own","Good"
15,"critical account/ other credits existing (not at this bank)","radio/television",1471,35,"for free","Good"
18,"all credits at this bank paid back duly","car (new)",1442,32,"for free","Bad"
36,"delay in paying off in the past","car (new)",10875,45,"own","Good"
24,"existing credits paid back duly till now","car (new)",1474,33,"own","Good"
10,"existing credits paid back duly till now","retraining",894,40,"own","Good"
15,"critical account/ other credits existing (not at this bank)","furniture/equipment",3343,28,"for free","Good"
15,"existing credits paid back duly till now","car (new)",3959,29,"own","Bad"
9,"existing credits paid back duly till now","car (new)",3577,26,"rent","Good"
24,"critical account/ other credits existing (not at this bank)","car (used)",5804,27,"own","Good"
18,"delay in paying off in the past","business",2169,28,"own","Bad"
24,"existing credits paid back duly till now","radio/television",2439,35,"own","Bad"
27,"critical account/ other credits existing (not at this bank)","furniture/equipment",4526,32,"own","Good"
10,"existing credits paid back duly till now","furniture/equipment",2210,25,"rent","Bad"
15,"existing credits paid back duly till now","furniture/equipment",2221,20,"rent","Good"
18,"existing credits paid back duly till now","radio/television",2389,27,"own","Good"
12,"critical account/ other credits existing (not at this bank)","furniture/equipment",3331,42,"own","Good"
36,"existing credits paid back duly till now","business",7409,37,"own","Good"
12,"existing credits paid back duly till now","furniture/equipment",652,24,"rent","Good"
36,"delay in paying off in the past","furniture/equipment",7678,40,"own","Good"
6,"critical account/ other credits existing (not at this bank)","car (new)",1343,46,"own","Good"
24,"critical account/ other credits existing (not at this bank)","business",1382,26,"own","Good"
15,"existing credits paid back duly till now","domestic appliances",874,24,"own","Good"
12,"existing credits paid back duly till now","furniture/equipment",3590,29,"own","Good"
11,"critical account/ other credits existing (not at this bank)","car (new)",1322,40,"own","Good"
18,"all credits at this bank paid back duly","radio/television",1940,36,"for free","Good"
36,"existing credits paid back duly till now","radio/television",3595,28,"own","Good"
9,"existing credits paid back duly till now","car (new)",1422,27,"for free","Bad"
30,"critical account/ other credits existing (not at this bank)","radio/television",6742,36,"own","Good"
24,"existing credits paid back duly till now","car (used)",7814,38,"own","Good"
24,"existing credits paid back duly till now","car (used)",9277,48,"for free","Good"
30,"critical account/ other credits existing (not at this bank)","car (new)",2181,36,"own","Good"
18,"critical account/ other credits existing (not at this bank)","radio/television",1098,65,"own","Good"
24,"existing credits paid back duly till now","furniture/equipment",4057,43,"own","Bad"
12,"existing credits paid back duly till now","education",795,53,"own","Bad"
24,"critical account/ other credits existing (not at this bank)","business",2825,34,"own","Good"
48,"existing credits paid back duly till now","business",15672,23,"own","Bad"
36,"critical account/ other credits existing (not at this bank)","car (new)",6614,34,"own","Good"
28,"all credits at this bank paid back duly","car (used)",7824,40,"rent","Good"
27,"critical account/ other credits existing (not at this bank)","business",2442,43,"own","Good"
15,"critical account/ other credits existing (not at this bank)","radio/television",1829,46,"own","Good"
12,"critical account/ other credits existing (not at this bank)","car (new)",2171,38,"own","Good"
36,"critical account/ other credits existing (not at this bank)","car (used)",5800,34,"own","Good"
18,"critical account/ other credits existing (not at this bank)","radio/television",1169,29,"own","Good"
36,"delay in paying off in the past","car (used)",8947,31,"own","Good"
21,"existing credits paid back duly till now","radio/television",2606,28,"rent","Good"
12,"critical account/ other credits existing (not at this bank)","furniture/equipment",1592,35,"own","Good"
15,"existing credits paid back duly till now","furniture/equipment",2186,33,"rent","Good"
18,"existing credits paid back duly till now","furniture/equipment",4153,42,"own","Bad"
16,"critical account/ other credits existing (not at this bank)","car (new)",2625,43,"rent","Bad"
20,"critical account/ other credits existing (not at this bank)","car (new)",3485,44,"own","Good"
36,"critical account/ other credits existing (not at this bank)","car (used)",10477,42,"for free","Good"
15,"existing credits paid back duly till now","radio/television",1386,40,"rent","Good"
24,"existing credits paid back duly till now","radio/television",1278,36,"own","Good"
12,"existing credits paid back duly till now","radio/television",1107,20,"rent","Good"
21,"existing credits paid back duly till now","car (new)",3763,24,"own","Good"
36,"existing credits paid back duly till now","education",3711,27,"own","Good"
15,"delay in paying off in the past","car (used)",3594,46,"own","Good"
9,"existing credits paid back duly till now","car (new)",3195,33,"own","Good"
36,"delay in paying off in the past","radio/television",4454,34,"own","Good"
24,"critical account/ other credits existing (not at this bank)","furniture/equipment",4736,25,"own","Bad"
30,"existing credits paid back duly till now","radio/television",2991,25,"own","Good"
11,"existing credits paid back duly till now","business",2142,28,"own","Good"
24,"all credits at this bank paid back duly","business",3161,31,"rent","Bad"
48,"no credits taken/ all credits paid back duly","others",18424,32,"own","Bad"
10,"existing credits paid back duly till now","car (used)",2848,32,"own","Good"
6,"existing credits paid back duly till now","car (new)",14896,68,"own","Bad"
24,"existing credits paid back duly till now","furniture/equipment",2359,33,"own","Bad"
24,"existing credits paid back duly till now","furniture/equipment",3345,39,"rent","Bad"
18,"critical account/ other credits existing (not at this bank)","furniture/equipment",1817,28,"own","Good"
48,"delay in paying off in the past","radio/television",12749,37,"own","Good"
9,"existing credits paid back duly till now","radio/television",1366,22,"rent","Bad"
12,"existing credits paid back duly till now","car (new)",2002,30,"rent","Good"
24,"all credits at this bank paid back duly","furniture/equipment",6872,55,"own","Bad"
12,"all credits at this bank paid back duly","car (new)",697,46,"own","Bad"
18,"critical account/ other credits existing (not at this bank)","furniture/equipment",1049,21,"rent","Good"
48,"existing credits paid back duly till now","car (used)",10297,39,"for free","Bad"
30,"existing credits paid back duly till now","radio/television",1867,58,"own","Good"
12,"delay in paying off in the past","car (new)",1344,43,"own","Good"
24,"existing credits paid back duly till now","furniture/equipment",1747,24,"own","Good"
9,"existing credits paid back duly till now","radio/television",1670,22,"own","Bad"
9,"critical account/ other credits existing (not at this bank)","car (new)",1224,30,"own","Good"
12,"critical account/ other credits existing (not at this bank)","radio/television",522,42,"own","Good"
12,"existing credits paid back duly till now","radio/television",1498,23,"own","Good"
30,"delay in paying off in the past","radio/television",1919,30,"own","Bad"
9,"existing credits paid back duly till now","radio/television",745,28,"own","Bad"
6,"existing credits paid back duly till now","radio/television",2063,30,"rent","Good"
60,"existing credits paid back duly till now","education",6288,42,"for free","Bad"
24,"critical account/ other credits existing (not at this bank)","car (used)",6842,46,"own","Good"
12,"existing credits paid back duly till now","car (new)",3527,45,"own","Good"
10,"existing credits paid back duly till now","car (new)",1546,31,"own","Good"
24,"existing credits paid back duly till now","furniture/equipment",929,31,"own","Good"
4,"critical account/ other credits existing (not at this bank)","car (new)",1455,42,"own","Good"
15,"existing credits paid back duly till now","furniture/equipment",1845,46,"rent","Good"
48,"no credits taken/ all credits paid back duly","car (new)",8358,30,"own","Good"
24,"all credits at this bank paid back duly","furniture/equipment",3349,30,"for free","Bad"
12,"existing credits paid back duly till now","car (new)",2859,38,"own","Good"
18,"existing credits paid back duly till now","furniture/equipment",1533,43,"own","Bad"
24,"existing credits paid back duly till now","radio/television",3621,31,"own","Bad"
18,"critical account/ other credits existing (not at this bank)","business",3590,40,"own","Good"
36,"delay in paying off in the past","business",2145,24,"own","Bad"
24,"existing credits paid back duly till now","car (used)",4113,28,"rent","Bad"
36,"existing credits paid back duly till now","furniture/equipment",10974,26,"own","Bad"
12,"existing credits paid back duly till now","car (new)",1893,29,"own","Good"
24,"critical account/ other credits existing (not at this bank)","radio/television",1231,57,"rent","Good"
30,"critical account/ other credits existing (not at this bank)","radio/television",3656,49,"own","Good"
9,"critical account/ other credits existing (not at this bank)","radio/television",1154,37,"own","Good"
28,"existing credits paid back duly till now","car (new)",4006,45,"own","Bad"
24,"existing credits paid back duly till now","furniture/equipment",3069,30,"for free","Good"
6,"critical account/ other credits existing (not at this bank)","radio/television",1740,30,"rent","Good"
21,"delay in paying off in the past","car (new)",2353,47,"own","Good"
15,"existing credits paid back duly till now","car (new)",3556,29,"own","Good"
24,"existing credits paid back duly till now","radio/television",2397,35,"own","Bad"
6,"existing credits paid back duly till now","repairs",454,22,"own","Good"
30,"existing credits paid back duly till now","radio/television",1715,26,"own","Good"
27,"critical account/ other credits existing (not at this bank)","radio/television",2520,23,"own","Bad"
15,"existing credits paid back duly till now","radio/television",3568,54,"rent","Good"
42,"existing credits paid back duly till now","radio/television",7166,29,"rent","Good"
11,"critical account/ other credits existing (not at this bank)","car (new)",3939,40,"own","Good"
15,"existing credits paid back duly till now","repairs",1514,22,"own","Good"
24,"existing credits paid back duly till now","car (new)",7393,43,"own","Good"
24,"all credits at this bank paid back duly","car (new)",1193,29,"rent","Bad"
60,"existing credits paid back duly till now","business",7297,36,"rent","Bad"
30,"critical account/ other credits existing (not at this bank)","radio/television",2831,33,"own","Good"
24,"existing credits paid back duly till now","radio/television",1258,57,"own","Good"
6,"existing credits paid back duly till now","radio/television",753,64,"own","Good"
18,"delay in paying off in the past","business",2427,42,"own","Good"
24,"delay in paying off in the past","car (new)",2538,47,"own","Bad"
15,"all credits at this bank paid back duly","car (new)",1264,25,"rent","Bad"
30,"critical account/ other credits existing (not at this bank)","furniture/equipment",8386,49,"own","Bad"
48,"existing credits paid back duly till now","business",4844,33,"rent","Bad"
21,"existing credits paid back duly till now","car (new)",2923,28,"own","Good"
36,"existing credits paid back duly till now","car (used)",8229,26,"own","Bad"
24,"critical account/ other credits existing (not at this bank)","furniture/equipment",2028,30,"own","Good"
15,"critical account/ other credits existing (not at this bank)","furniture/equipment",1433,25,"rent","Good"
42,"no credits taken/ all credits paid back duly","business",6289,33,"own","Good"
13,"existing credits paid back duly till now","radio/television",1409,64,"own","Good"
24,"existing credits paid back duly till now","car (used)",6579,29,"for free","Good"
24,"critical account/ other credits existing (not at this bank)","radio/television",1743,48,"own","Good"
12,"critical account/ other credits existing (not at this bank)","education",3565,37,"own","Good"
15,"all credits at this bank paid back duly","radio/television",1569,34,"own","Good"
18,"existing credits paid back duly till now","radio/television",1936,23,"rent","Good"
36,"existing credits paid back duly till now","furniture/equipment",3959,30,"own","Good"
12,"existing credits paid back duly till now","car (new)",2390,50,"own","Good"
12,"existing credits paid back duly till now","furniture/equipment",1736,31,"own","Good"
30,"existing credits paid back duly till now","car (used)",3857,40,"own","Good"
12,"existing credits paid back duly till now","radio/television",804,38,"own","Good"
45,"existing credits paid back duly till now","radio/television",1845,23,"for free","Bad"
45,"critical account/ other credits existing (not at this bank)","car (used)",4576,27,"own","Good"
